No.,P1,P2,P3,P4,Duration
1415_7,t,q,eh,kcl,600
1415_8,q,eh,kcl,k,274
1415_9,eh,kcl,k,s,1306
1415_10,kcl,k,s,ix,220
1415_11,k,s,ix,kcl,950
1415_12,s,ix,kcl,k,1220
1415_13,ix,kcl,k,y,363
1415_14,kcl,k,y,ux,727
1415_15,k,y,ux,sh,1731
1415_16,y,ux,sh,en,1038
1415_17,ux,sh,en,ax,1341
1415_18,sh,en,ax,v,1630
1415_19,en,ax,v,m,499
1415_20,ax,v,m,ay,2343
1415_21,v,m,ay,ix,518
1415_22,m,ay,ix,n,740
1415_23,ay,ix,n,s,1097
1415_24,ix,n,s,tcl,783
1415_25,n,s,tcl,t,460
1415_26,s,tcl,t,r,466
1415_27,tcl,t,r,ah,934
1415_28,t,r,ah,kcl,683
1415_29,r,ah,kcl,sh,1423
1415_30,ah,kcl,sh,en,1474
1415_31,kcl,sh,en,z,1197
1415_32,sh,en,z,ix,1071
1415_33,en,z,ix,z,1496
1415_34,z,ix,z,kcl,866
1415_35,ix,z,kcl,k,1400
1415_36,z,kcl,k,r,423
1415_37,kcl,k,r,ux,847
1415_38,k,r,ux,sh,1780
1415_39,r,ux,sh,el,1620
1416_0,sil,sil,sil,m,1261
1416_1,sil,sil,m,ow,1798
1416_2,sil,m,ow,s,1755
1416_3,m,ow,s,pcl,1307
1416_4,ow,s,pcl,p,879
1416_5,s,pcl,p,r,571
1416_6,pcl,p,r,iy,1044
1416_7,p,r,iy,s,2089
1416_8,r,iy,s,ih,1197
1416_9,iy,s,ih,ng,880
1416_10,s,ih,ng,kcl,480
1416_11,ih,ng,kcl,k,346
1416_12,ng,kcl,k,s,1724
1416_13,kcl,k,s,pau,1010
1416_14,k,s,pau,hv,1423
1416_15,s,pau,hv,ae,919
1416_16,pau,hv,ae,dx,216
1416_17,hv,ae,dx,ah,882
1416_18,ae,dx,ah,th,2250
1416_19,dx,ah,th,er,1990
1416_20,ah,th,er,dx,363
1416_21,th,er,dx,ah,1093
1416_22,er,dx,ah,v,1024
1416_23,dx,ah,v,dh,475
1416_24,ah,v,dh,ax,725
1416_25,v,dh,ax,v,880
1416_26,dh,ax,v,ow,2223
1416_27,ax,v,ow,tcl,1047
1416_28,v,ow,tcl,t,146
1416_29,ow,tcl,t,s,660
1416_30,tcl,t,s,kcl,784
1416_31,t,s,kcl,k,930
1416_32,s,kcl,k,aw,2059
1416_33,kcl,k,aw,n,571
1416_34,k,aw,n,tcl,940
1416_35,aw,n,tcl,t,354
1416_36,n,tcl,t,eh,1385
1416_37,tcl,t,eh,dcl,580
1417_0,sil,sil,sil,w,380
1417_1,sil,sil,w,el,1180
1417_2,sil,w,el,w,829
1417_3,w,el,w,ey,1451
1417_4,el,w,ey,dx,320
1417_5,w,ey,dx,ix,800
1417_6,ey,dx,ix,ng,680
1417_7,dx,ix,ng,f,1290
1417_8,ix,ng,f,axr,710
1417_9,ng,f,axr,tcl,750
1417_10,f,axr,tcl,ch,1000
1417_11,axr,tcl,ch,ih,1062
1417_12,tcl,ch,ih,pcl,722
1417_13,ch,ih,pcl,p,372
1417_14,ih,pcl,p,axr,1231
1417_15,pcl,p,axr,sh,1673
1417_16,p,axr,sh,iy,577
1417_17,axr,sh,iy,kcl,853
1417_18,sh,iy,kcl,k,1050
1417_19,iy,kcl,k,r,316
1417_20,kcl,k,r,ix,634
1417_21,k,r,ix,s,1240
1417_22,r,ix,s,kcl,520
1417_23,ix,s,kcl,k,640
1417_24,s,kcl,k,r,526
1417_25,kcl,k,r,ao,1054
1417_26,k,r,ao,s,1076
1417_27,r,ao,s,dh,604
1417_28,ao,s,dh,ix,660
1417_29,s,dh,ix,s,1510
1417_30,dh,ix,s,kcl,371
1417_31,ix,s,kcl,k,872
1417_32,s,kcl,k,w,460
1417_33,kcl,k,w,er,1755
1417_34,k,w,er,m,710
1417_35,w,er,m,eh,1042
1417_36,er,m,eh,nx,400
1417_37,m,eh,nx,iy,1213
1417_38,eh,nx,iy,tcl,717
1417_39,nx,iy,tcl,t,880
1417_40,iy,tcl,t,ay,2762
1417_41,tcl,t,ay,m,1341
1417_42,t,ay,m,z,2067
1418_0,sil,sil,sil,dh,462
1418_1,sil,sil,dh,ih,757
1418_2,sil,dh,ih,m,1032
1418_3,dh,ih,m,y,699
1418_4,ih,m,y,ux,1361
1418_5,m,y,ux,z,994
1418_6,y,ux,z,iy,2168
1418_7,ux,z,iy,ah,869
1418_8,z,iy,ah,m,699
1418_9,iy,ah,m,hv,1372
1418_10,ah,m,hv,ay,1706
1418_11,m,hv,ay,er,1601
1418_12,hv,ay,er,z,946
1418_13,ay,er,z,m,1020
1418_14,er,z,m,y,624
1418_15,z,m,y,ux,710
1418_16,m,y,ux,z,1045
1418_17,y,ux,z,ih,1378
1418_18,ux,z,ih,sh,1604
1418_19,z,ih,sh,ix,479
1418_20,ih,sh,ix,n,1291
1418_21,sh,ix,n,z,654
1418_22,ix,n,z,eh,1775
1418_23,n,z,eh,v,880
1418_24,z,eh,v,r,533
1418_25,eh,v,r,iy,982
1418_26,v,r,iy,q,1083
1418_27,r,iy,q,iy,2042
1418_28,iy,q,iy,v,1049
1418_29,q,iy,v,n,951
1418_30,iy,v,n,ix,849
1418_31,v,n,ix,ng,1366
1419_0,sil,sil,sil,v,474
1419_1,sil,sil,v,iy,1807
1419_2,sil,v,iy,ix,647
1419_3,v,iy,ix,dx,176
1419_4,iy,ix,dx,n,848
1419_5,ix,dx,n,ih,592
1419_6,dx,n,ih,m,1440
1419_7,n,ih,m,iy,2187
1419_8,ih,m,iy,z,919
1419_9,m,iy,z,kcl,1124
1419_10,iy,z,kcl,k,1080
1419_11,z,kcl,k,ux,950
1419_12,kcl,k,ux,z,1540
1419_13,k,ux,z,iy,2280
1419_14,ux,z,iy,n,838
1419_15,z,iy,n,ih,1671
1419_16,iy,n,ih,z,1087
1419_17,n,ih,z,ih,1086
1419_18,ih,z,ih,kcl,898
1419_19,z,ih,kcl,k,175
1419_20,ih,kcl,k,s,1600
1419_21,kcl,k,s,kcl,775
1419_22,k,s,kcl,k,420
1419_23,s,kcl,k,w,670
1419_24,kcl,k,w,ih,1060
1419_25,k,w,ih,z,1002
1419_26,w,ih,z,ih,1469
1419_27,ih,z,ih,q,1469
1420_0,sil,sil,sil,dh,650
1420_1,sil,sil,dh,ix,470
1420_2,sil,dh,ix,pcl,990
1420_3,dh,ix,pcl,p,1050
1420_4,ix,pcl,p,r,573
1420_5,pcl,p,r,iy,1147
1420_6,p,r,iy,v,880
1420_7,r,iy,v,iy,826
1420_8,iy,v,iy,ix,794
1420_9,v,iy,ix,s,2138
1420_10,iy,ix,s,pcl,552
1420_11,ix,s,pcl,p,359
1420_12,s,pcl,p,iy,1531
1420_13,pcl,p,iy,kcl,210
1420_14,p,iy,kcl,k,1550
1420_15,iy,kcl,k,axr,1240
1420_16,kcl,k,axr,pcl,1060
1420_17,k,axr,pcl,p,950
1420_18,axr,pcl,p,r,436
1420_19,pcl,p,r,ix,626
1420_20,p,r,ix,z,1142
1420_21,r,ix,z,eh,1306
1420_22,ix,z,eh,nx,560
1420_23,z,eh,nx,ix,1049
1420_24,eh,nx,ix,dx,711
1420_25,nx,ix,dx,ae,2160
1420_26,ix,dx,ae,m,1261
1420_27,dx,ae,m,bcl,564
1420_28,ae,m,bcl,b,436
1420_29,m,bcl,b,ih,1052
1420_30,bcl,b,ih,gcl,857
1420_31,b,ih,gcl,g,670
1420_32,ih,gcl,g,y,640
1420_33,gcl,g,y,ux,1169
1420_34,g,y,ux,ax,931
1420_35,y,ux,ax,s,1980
1420_36,ux,ax,s,r,695
1420_37,ax,s,r,ix,686
1420_38,s,r,ix,z,1372
1420_39,r,ix,z,ah,1374
1420_40,ix,z,ah,l,1604
1420_41,z,ah,l,tcl,1097
1420_42,ah,l,tcl,s,2672
1421_0,sil,sil,sil,m,511
1421_1,sil,sil,m,ix,740
1421_2,sil,m,ix,s,1660
1421_3,m,ix,s,kcl,460
1421_4,ix,s,kcl,k,620
1421_5,s,kcl,k,iy,1280
1421_6,kcl,k,iy,dx,400
1421_7,k,iy,dx,ow,2340
1421_8,iy,dx,ow,z,1200
1421_9,dx,ow,z,ix,604
1421_10,ow,z,ix,gcl,726
1421_11,z,ix,gcl,g,193
1421_12,ix,gcl,g,z,1437
1421_13,gcl,g,z,ih,1690
1421_14,g,z,ih,s,1170
1421_15,z,ih,s,tcl,310
1421_16,ih,s,tcl,t,670
1421_17,s,tcl,t,ih,822
1421_18,tcl,t,ih,n,543
1421_19,t,ih,n,w,1796
1421_20,ih,n,w,ao,2279
1421_21,n,w,ao,r,1140
1421_22,w,ao,r,m,1320
1421_23,ao,r,m,hh,1690
1421_24,r,m,hh,y,663
1421_25,m,hh,y,ux,1327
1421_26,hh,y,ux,m,880
1421_27,y,ux,m,ix,1200
1421_28,ux,m,ix,dcl,1000
1421_29,m,ix,dcl,d,282
1421_30,ix,dcl,d,kcl,815
1421_31,dcl,d,kcl,k,1473
1421_32,d,kcl,k,l,783
1421_33,kcl,k,l,ay,1567
1421_34,k,l,ay,m,800
1421_35,l,ay,m,ix,800
1421_36,ay,m,ix,tcl,1720
1421_37,m,ix,tcl,t,460
1421_38,ix,tcl,t,s,3650
1422_0,sil,sil,sil,s,1520
1422_1,sil,sil,s,kcl,480
1422_2,sil,s,kcl,k,562
1422_3,s,kcl,k,el,1478
1422_4,kcl,k,el,ae,2200
1422_5,k,el,ae,s,583
1422_6,el,ae,s,tcl,543
1422_7,ae,s,tcl,t,634
1422_8,s,tcl,t,ix,480
1422_9,tcl,t,ix,kcl,960
1422_10,t,ix,kcl,k,465
1422_11,ix,kcl,k,q,557
1422_12,kcl,k,q,ae,1938
1422_13,k,q,ae,pcl,1280
1422_14,q,ae,pcl,t,454
1422_15,ae,pcl,t,ix,426
1422_16,pcl,t,ix,tcl,1280
1422_17,t,ix,tcl,t,800
1422_18,ix,tcl,t,ux,2883
1422_19,tcl,t,ux,dcl,501
1422_20,t,ux,dcl,d,250
1422_21,ux,dcl,d,q,1086
1422_22,dcl,d,q,ih,1040
1422_23,d,q,ih,z,966
1422_24,q,ih,z,dcl,874
1422_25,ih,z,dcl,jh,463
1422_26,z,dcl,jh,ah,2257
1422_27,dcl,jh,ah,jh,1252
1422_28,jh,ah,jh,bcl,868
1422_29,ah,jh,bcl,b,240
1422_30,jh,bcl,b,ay,2040
1422_31,bcl,b,ay,s,1360
1422_32,b,ay,s,tcl,640
1422_33,ay,s,tcl,t,560
1422_34,s,tcl,t,ae,1960
1422_35,tcl,t,ae,nx,480
1422_36,t,ae,nx,axr,1293
1422_37,ae,nx,axr,dcl,561
1422_38,nx,axr,dcl,d,162
1422_39,axr,dcl,d,ay,3304
1422_40,dcl,d,ay,z,1520
1422_41,d,ay,z,dcl,1360
1422_42,ay,z,dcl,t,1008
1422_43,z,dcl,t,eh,2512
1422_44,dcl,t,eh,s,1360
1422_45,t,eh,s,tcl,720
1422_46,eh,s,tcl,s,1520
1423_0,sil,sil,sil,q,588
1423_1,sil,sil,q,ao,707
1423_2,sil,q,ao,r,502
1423_3,q,ao,r,ih,376
1423_4,ao,r,ih,n,459
1423_5,r,ih,n,zh,2298
1423_6,ih,n,zh,ux,1378
1423_7,n,zh,ux,s,1337
1423_8,zh,ux,s,tcl,460
1423_9,ux,s,tcl,t,752
1423_10,s,tcl,t,ey,1545
1423_11,tcl,t,ey,s,1797
1423_12,t,ey,s,f,793
1423_13,ey,s,f,ah,1418
1423_14,s,f,ah,nx,565
1423_15,f,ah,nx,iy,1568
1423_16,ah,nx,iy,ae,2089
1423_17,nx,iy,ae,f,669
1423_18,iy,ae,f,tcl,417
1423_19,ae,f,tcl,t,543
1423_20,f,tcl,t,axr,627
1423_21,tcl,t,axr,tcl,624
1423_22,t,axr,tcl,t,874
1423_23,axr,tcl,t,ux,1092
1423_24,tcl,t,ux,th,919
1423_25,t,ux,th,pcl,666
1423_26,ux,th,pcl,p,294
1423_27,th,pcl,p,ey,2048
1423_28,pcl,p,ey,s,1128
1423_29,p,ey,s,tcl,376
1423_30,ey,s,tcl,t,543
1424_0,sil,sil,sil,dh,519
1424_1,sil,sil,dh,ax,685
1424_2,sil,dh,ax,w,1351
1424_3,dh,ax,w,aa,1333
1424_4,ax,w,aa,dx,237
1424_5,w,aa,dx,axr,1593
1424_6,aa,dx,axr,kcl,960
1424_7,dx,axr,kcl,k,490
1424_8,axr,kcl,k,ix,310
1424_9,kcl,k,ix,n,932
1424_10,k,ix,n,tcl,898
1424_11,ix,n,tcl,t,1030
1424_12,n,tcl,t,ey,2020
1424_13,tcl,t,ey,n,891
1424_14,t,ey,n,dcl,1509
1424_15,ey,n,dcl,t,914
1424_16,n,dcl,t,ux,531
1424_17,dcl,t,ux,m,896
1424_18,t,ux,m,ix,1019
1424_19,ux,m,ix,tcl,1060
1424_20,m,ix,tcl,ch,1051
1424_21,ix,tcl,ch,kcl,569
1424_22,tcl,ch,kcl,k,1600
1424_23,ch,kcl,k,l,330
1424_24,kcl,k,l,ao,1675
1424_25,k,l,ao,r,1604
1424_26,l,ao,r,ix,1320
1424_27,ao,r,ix,n,1038
1424_28,r,ix,n,pau,4534
1424_29,ix,n,pau,ax,1000
1424_30,n,pau,ax,n,615
1424_31,pau,ax,n,tcl,444
1424_32,ax,n,tcl,s,1586
1424_33,n,tcl,s,tcl,674
1424_34,tcl,s,tcl,t,370
1424_35,s,tcl,t,ah,1490
1424_36,tcl,t,ah,ng,843
1424_37,t,ah,ng,hv,314
1424_38,ah,ng,hv,ix,967
1424_39,ng,hv,ix,z,1044
1424_40,hv,ix,z,ay,4397
1424_41,ix,z,ay,z,2273
1425_0,sil,sil,sil,q,1069
1425_1,sil,sil,q,aa,1002
1425_2,sil,q,aa,r,627
1425_3,q,aa,r,axr,902
1425_4,aa,r,axr,kcl,400
1425_5,r,axr,kcl,k,327
1425_6,axr,kcl,k,s,1045
1425_7,kcl,k,s,pcl,628
1425_8,k,s,pcl,p,374
1425_9,s,pcl,p,ih,919
1425_10,pcl,p,ih,axr,1267
1425_11,p,ih,axr,m,1040
1425_12,ih,axr,m,ix,1040
1425_13,axr,m,ix,n,525
1425_14,m,ix,n,tcl,222
1425_15,ix,n,tcl,t,167
1425_16,n,tcl,t,s,919
1425_17,tcl,t,s,pcl,727
1425_18,t,s,pcl,p,568
1425_19,s,pcl,p,aa,2392
1425_20,pcl,p,aa,z,909
1425_21,p,aa,z,dcl,459
1425_22,aa,z,dcl,d,293
1425_23,z,dcl,d,ih,835
1425_24,dcl,d,ih,v,944
1425_25,d,ih,v,aw,2816
1425_26,ih,v,aw,tcl,1344
1425_27,v,aw,tcl,k,786
1425_28,aw,tcl,k,ah,1854
1425_29,tcl,k,ah,m,1238
1425_30,k,ah,m,w,1055
1425_31,ah,m,w,ax,907
1425_32,m,w,ax,z,1360
1425_33,w,ax,z,ah,1400
1425_34,ax,z,ah,nx,320
1425_35,z,ah,nx,ix,680
1425_36,ah,nx,ix,kcl,544
1425_37,nx,ix,kcl,k,216
1425_38,ix,kcl,k,s,1640
1425_39,kcl,k,s,pcl,776
1425_40,k,s,pcl,p,208
1425_41,s,pcl,p,eh,1496
1425_42,pcl,p,eh,kcl,1520
1425_43,p,eh,kcl,t,369
1425_44,eh,kcl,t,ix,991
1425_45,kcl,t,ix,dcl,1940
1426_0,sil,sil,sil,r,412
1426_1,sil,sil,r,ih,923
1426_2,sil,r,ih,m,1269
1426_3,r,ih,m,uw,1898
1426_4,ih,m,uw,v,653
1426_5,m,uw,v,dh,775
1426_6,uw,v,dh,ih,940
1426_7,v,dh,ih,s,1630
1426_8,dh,ih,s,pcl,968
1426_9,ih,s,pcl,p,283
1426_10,s,pcl,p,l,543
1426_11,pcl,p,l,eh,1066
1426_12,p,l,eh,n,557
1426_13,l,eh,n,tcl,814
1426_14,eh,n,tcl,t,494
1426_15,n,tcl,t,er,2071
1426_16,tcl,t,er,w,1116
1426_17,t,er,w,ih,1068
1426_18,er,w,ih,th,1300
1426_19,w,ih,th,ey,2140
1426_20,ih,th,ey,pcl,1200
1426_21,th,ey,pcl,p,600
1426_22,ey,pcl,p,eh,905
1426_23,pcl,p,eh,r,991
1426_24,p,eh,r,axr,744
1426_25,eh,r,axr,v,734
1426_26,r,axr,v,tcl,584
1426_27,axr,v,tcl,t,678
1426_28,v,tcl,t,epi,686
1426_29,tcl,t,epi,w,668
1426_30,t,epi,w,iy,1301
1426_31,epi,w,iy,z,679
1426_32,w,iy,z,axr,1990
1426_33,iy,z,axr,z,2220
1427_0,sil,sil,sil,dh,585
1427_1,sil,sil,dh,ih,845
1427_2,sil,dh,ih,dcl,1005
1427_3,dh,ih,dcl,d,450
1427_4,ih,dcl,d,r,616
1427_5,dcl,d,r,ah,1518
1427_6,d,r,ah,ng,506
1427_7,r,ah,ng,kcl,510
1427_8,ah,ng,kcl,k,800
1427_9,ng,kcl,k,axr,1105
1427_10,kcl,k,axr,dcl,605
1427_11,k,axr,dcl,d,170
1427_12,axr,dcl,d,ih,1793
1427_13,dcl,d,ih,z,1267
1427_14,d,ih,z,ah,1170
1427_15,ih,z,ah,s,1870
1427_16,z,ah,s,ow,1740
1427_17,ah,s,ow,sh,1683
1427_18,s,ow,sh,ix,564
1427_19,ow,sh,ix,l,628
1427_20,sh,ix,l,q,1437
1427_21,ix,l,q,aw,1828
1427_22,l,q,aw,tcl,1790
1427_23,q,aw,tcl,k,1120
1427_24,aw,tcl,k,ae,2510
1427_25,tcl,k,ae,s,2295
1427_26,k,ae,s,tcl,675
1427_27,ae,s,tcl,t,458
1428_0,sil,sil,sil,th,244
1428_1,sil,sil,th,ax-h,167
1428_2,sil,th,ax-h,gcl,1046
1428_3,th,ax-h,gcl,g,310
1428_4,ax-h,gcl,g,ah,1337
1428_5,gcl,g,ah,r,391
1428_6,g,ah,r,m,1167
1428_7,ah,r,m,ix,1097
1428_8,r,m,ix,tcl,211
1428_9,m,ix,tcl,s,1908
1428_10,ix,tcl,s,aa,1917
1428_11,tcl,s,aa,dx,352
1428_12,s,aa,dx,aa,2243
1428_13,aa,dx,aa,th,1477
1428_14,dx,aa,th,r,570
1428_15,aa,th,r,ix,835
1428_16,th,r,ix,z,1421
1428_17,r,ix,z,ey,2614
1428_18,ix,z,ey,sh,1500
1428_19,z,ey,sh,epi,420
1428_20,ey,sh,epi,en,577
1428_21,sh,epi,en,ix,783
1428_22,epi,en,ix,v,859
1428_23,en,ix,v,ix,891
1428_24,ix,v,ix,s,1949
1428_25,v,ix,s,ix,861
1428_26,ix,s,ix,dx,480
1428_27,s,ix,dx,ix,827
1428_28,ix,dx,ix,s,1733
1428_29,dx,ix,s,en,1015
1428_30,ix,s,en,tcl,475
1428_31,s,en,tcl,sh,1120
1428_32,en,tcl,sh,ix,1830
1428_33,tcl,sh,ix,pcl,1540
1429_0,sil,sil,sil,ey,1158
1429_1,sil,sil,ey,r,1671
1429_2,sil,ey,r,ow,2088
1429_3,ey,r,ow,l,883
1429_4,r,ow,l,ax,1200
1429_5,ow,l,ax,v,1050
1429_6,l,ax,v,w,1087
1429_7,ax,v,w,ay,2297
1429_8,v,w,ay,er,2286
1429_9,w,ay,er,l,1349
1429_10,ay,er,l,ey,1691
1429_11,er,l,ey,n,960
1429_12,l,ey,n,ih,1443
1429_13,ey,n,ih,ax,797
1429_14,n,ih,ax,dh,800
1429_15,ih,ax,dh,ax,1440
1429_16,ax,dh,ax,w,800
1429_17,dh,ax,w,ao,2080
1429_18,ax,w,ao,l,1040
1430_0,sil,sil,sil,q,460
1430_1,sil,sil,q,eh,1211
1430_2,sil,q,eh,z,1128
1430_3,q,eh,z,kcl,617
1430_4,eh,z,kcl,k,887
1430_5,z,kcl,k,ow,2423
1430_6,kcl,k,ow,ao,2537
1430_7,k,ow,ao,th,1306
1430_8,ow,ao,th,axr,1574
1430_9,ao,th,axr,z,1309
1430_10,th,axr,z,pau,1011
1430_11,axr,z,pau,w,869
1430_12,z,pau,w,iy,731
1430_13,pau,w,iy,pcl,1120
1430_14,w,iy,pcl,p,405
1430_15,iy,pcl,p,r,334
1430_16,pcl,p,r,ix,621
1430_17,p,r,ix,z,1120
1430_18,r,ix,z,eh,1643
1430_19,ix,z,eh,nx,459
1430_20,z,eh,nx,axr,1337
1430_21,eh,nx,axr,dx,418
1430_22,nx,axr,dx,aa,1337
1430_23,axr,dx,aa,r,1002
1430_24,dx,aa,r,n,1003
1430_25,aa,r,n,ux,1545
1430_26,r,n,ux,bcl,1309
1430_27,n,ux,bcl,b,231
1430_28,ux,bcl,b,uh,1844
1430_29,bcl,b,uh,kcl,913
1430_30,b,uh,kcl,k,641
1430_31,uh,kcl,k,pau,5944
1430_32,kcl,k,pau,t,919
1430_33,k,pau,t,ux,752
1430_34,pau,t,ux,dh,585
1430_35,t,ux,dh,ah,1253
1430_36,ux,dh,ah,hh,1170
1430_37,dh,ah,hh,ao,2172
1430_38,ah,hh,ao,dx,418
1430_39,hh,ao,dx,iy,1295
1430_40,ao,dx,iy,q,460
1430_41,dx,iy,q,ao,3091
1430_42,iy,q,ao,dx,293
1430_43,q,ao,dx,iy,710
1430_44,ao,dx,iy,ix,1169
1430_45,dx,iy,ix,n,1713
1430_46,iy,ix,n,s,2614
1431_0,sil,sil,sil,q,374
1431_1,sil,sil,q,ae,1693
1431_2,sil,q,ae,z,1076
1431_3,q,ae,z,ax,617
1431_4,ae,z,ax,pcl,720
1431_5,z,ax,pcl,p,530
1431_6,ax,pcl,p,r,654
1431_7,pcl,p,r,ix,496
1431_8,p,r,ix,kcl,1030
1431_9,r,ix,kcl,k,1100
1431_10,ix,kcl,k,ao,2707
1431_11,kcl,k,ao,epi,237
1431_12,k,ao,epi,sh,1996
1431_13,ao,epi,sh,ix,1629
1431_14,epi,sh,ix,n,1437
1431_15,sh,ix,n,pau,5144
1431_16,ix,n,pau,dh,375
1431_17,n,pau,dh,iy,1180
1431_18,pau,dh,iy,aw,1967
1431_19,dh,iy,aw,q,1116
1431_20,iy,aw,q,l,919
1431_21,aw,q,l,ao,3342
1431_22,q,l,ao,z,911
1431_23,l,ao,z,bcl,1150
1431_24,ao,z,bcl,b,305
1431_25,z,bcl,b,ao,2255
1431_26,bcl,b,ao,tcl,2040
1431_27,b,ao,tcl,g,330
1431_28,ao,tcl,g,ah,1750
1431_29,tcl,g,ah,n,887
1431_30,g,ah,n,pcl,648
1431_31,ah,n,pcl,p,519
1431_32,n,pcl,p,aw,2392
1431_33,pcl,p,aw,dx,334
1431_34,p,aw,dx,axr,1340
1431_35,aw,dx,axr,f,1860
1431_36,dx,axr,f,ix,540
1431_37,axr,f,ix,dh,620
1431_38,f,ix,dh,eh,926
1431_39,ix,dh,eh,r,604
1431_40,dh,eh,r,s,1886
1431_41,eh,r,s,tcl,378
1431_42,r,s,tcl,t,496
1431_43,s,tcl,t,r,457
1431_44,tcl,t,r,ao,2233
1431_45,t,r,ao,ng,1356
1431_46,r,ao,ng,hv,943
1431_47,ao,ng,hv,ow,1219
1431_48,ng,hv,ow,l,2116
1431_49,hv,ow,l,dcl,766
1431_50,ow,l,dcl,d,320
1432_0,sil,sil,sil,hh,1214
1432_1,sil,sil,hh,axr,1310
1432_2,sil,hh,axr,ao,1880
1432_3,hh,axr,ao,bcl,710
1432_4,axr,ao,bcl,b,230
1432_5,ao,bcl,b,axr,1230
1432_6,bcl,b,axr,n,963
1432_7,b,axr,n,hh,1067
1432_8,axr,n,hh,eh,1409
1432_9,n,hh,eh,er,1410
1432_10,hh,eh,er,r,1336
1432_11,eh,er,r,iy,961
1432_12,er,r,iy,m,1086
1432_13,r,iy,m,ay,2089
1432_14,iy,m,ay,n,661
1432_15,m,ay,n,dcl,166
1432_16,ay,n,dcl,d,167
1432_17,n,dcl,d,ix,645
1432_18,dcl,d,ix,dcl,561
1432_19,d,ix,dcl,d,432
1432_20,ix,dcl,d,hh,857
1432_21,dcl,d,hh,ih,1817
1432_22,d,hh,ih,m,960
1432_23,hh,ih,m,q,1212
1432_24,ih,m,q,ax,835
1432_25,m,q,ax,v,1254
1432_26,q,ax,v,q,1086
1432_27,ax,v,q,ao,1386
1432_28,v,q,ao,dx,480
1432_29,q,ao,dx,ax,640
1432_30,ao,dx,ax,m,1295
1432_31,dx,ax,m,l,1142
1432_32,ax,m,l,iy,2284
1432_33,m,l,iy,v,668
1432_34,l,iy,v,s,2071
1433_0,sil,sil,sil,dh,494
1433_1,sil,sil,dh,ey,1580
1433_2,sil,dh,ey,r,1128
1433_3,dh,ey,r,ih,1337
1433_4,ey,r,ih,m,960
1433_5,r,ih,m,ey,2382
1433_6,ih,m,ey,n,835
1433_7,m,ey,n,l,961
1433_8,ey,n,l,ay,2594
1433_9,n,l,ay,f,1710
1433_10,l,ay,f,l,668
1433_11,ay,f,l,ao,1336
1433_12,f,l,ao,ng,1201
1433_13,l,ao,ng,f,1715
1433_14,ao,ng,f,r,1030
1433_15,ng,f,r,eh,2060
1433_16,f,r,eh,n,640
1433_17,r,eh,n,dcl,456
1433_18,eh,n,dcl,d,218
1433_19,n,dcl,d,z,1109
1433_20,dcl,d,z,ix,857
1433_21,d,z,ix,ng,1109
1433_22,z,ix,ng,kcl,591
1433_23,ix,ng,kcl,k,410
1433_24,ng,kcl,k,ix,530
1433_25,kcl,k,ix,m,919
1433_26,k,ix,m,pcl,411
1433_27,ix,m,pcl,p,940
1433_28,m,pcl,p,ae,3057
1433_29,pcl,p,ae,n,878
1433_30,p,ae,n,y,724
1433_31,ae,n,y,ix,1448
1433_32,n,y,ix,n,1449
1433_33,y,ix,n,epi,680
1433_34,ix,n,epi,z,1704
1434_0,sil,sil,sil,k,1660
1434_1,sil,sil,k,y,536
1434_2,sil,k,y,er,1712
1434_3,k,y,er,iy,1803
1434_4,y,er,iy,aa,2233
1434_5,er,iy,aa,s,1666
1434_6,iy,aa,s,ix,820
1434_7,aa,s,ix,tcl,960
1434_8,s,ix,tcl,t,630
1434_9,ix,tcl,t,iy,2650
1434_10,tcl,t,iy,pau,4840
1434_11,t,iy,pau,eh,960
1434_12,iy,pau,eh,n,818
1434_13,pau,eh,n,m,1044
1434_14,eh,n,m,iy,1170
1434_15,n,m,iy,dcl,418
1434_16,m,iy,dcl,d,208
1434_17,iy,dcl,d,iy,1922
1434_18,dcl,d,iy,aa,2131
1434_19,d,iy,aa,kcl,1019
1434_20,iy,aa,kcl,k,710
1434_21,aa,kcl,k,axr,440
1434_22,kcl,k,axr,tcl,1090
1434_23,k,axr,tcl,t,570
1434_24,axr,tcl,t,iy,1650
1434_25,tcl,t,iy,s,2510
1434_26,t,iy,s,eh,1201
1434_27,iy,s,eh,l,979
1434_28,s,eh,l,dcl,820
1434_29,eh,l,dcl,d,300
1434_30,l,dcl,d,ax,505
1434_31,dcl,d,ax,m,1055
1434_32,d,ax,m,kcl,2180
1434_33,ax,m,kcl,k,880
1434_34,m,kcl,k,ow,1765
1434_35,kcl,k,ow,ih,1055
1434_36,k,ow,ih,gcl,890
1434_37,ow,ih,gcl,g,210
1434_38,ih,gcl,g,z,1710
1434_39,gcl,g,z,ih,2560
1434_40,g,z,ih,s,2515
1434_41,z,ih,s,tcl,605
1434_42,ih,s,tcl,t,982
1435_0,sil,sil,sil,dh,493
1435_1,sil,sil,dh,ih,1232
1435_2,sil,dh,ih,q,647
1435_3,dh,ih,q,iy,1020
1435_4,ih,q,iy,z,1180
1435_5,q,iy,z,iy,1009
1435_6,iy,z,iy,gcl,530
1435_7,z,iy,gcl,g,226
1435_8,iy,gcl,g,ow,1779
1435_9,gcl,g,ow,eh,1164
1435_10,g,ow,eh,ng,1217
1435_11,ow,eh,ng,z,1373
1435_12,eh,ng,z,uw,1507
